canonical_id,domain,csv_path,docx_path,csv_source,docx_source,csv_size,docx_size,verdict,sentencing_range_low,sentencing_range_high,sentencing_classification,sentencing_confidence,citations_count,domain_unified,year,sentencing_sentence
תפ_54682-05-22,drugs,csv/תפ_54682-05-22.csv,docx/תפ_54682-05-22.docx,new_try_drugs_copy2,new_try_unified_drugs,61042.0,68682.0,SH-22-05-54682-716,,,NEGATIVE,גבוהה,12.0,drugs,2022.0,
תפ_12131-01-09,weapon,csv/תפ_12131-01-09.csv,docx/תפ_12131-01-09.docx,data_5k,data_master_docx,60799.0,68466.0,"ת""פ 12131-01-09",,,,,30.0,weapon,2009.0,
תפ_2084-06,weapon,csv/תפ_2084-06.csv,docx/תפ_2084-06.docx,new_try_unified_weapon,data_master_docx,60282.0,49967.0,תפ (י-ם) 2084∕06,,,,,5.0,weapon,2006.0,
תפ_58033-11-16,drugs,csv/תפ_58033-11-16.csv,docx/תפ_58033-11-16.docx,data_master_csv,data_master_docx,59590.0,80568.0,ME-16-11-58033-22,,,NEGATIVE,גבוהה,15.0,drugs,2016.0,
תפ_9104-12-22,drugs,csv/תפ_9104-12-22.csv,docx/תפ_9104-12-22.docx,data_drugs_3k,data_master_docx,59038.0,71385.0,SH-22-12-9104-33,,,NEGATIVE,גבוהה,42.0,drugs,2022.0,
עפ_9482-09,drugs,csv/עפ_9482-09.csv,docx/עפ_9482-09.docx,new_try_unified_drugs,new_try_unified_drugs,58979.0,61841.0,,,,,,,,2009.0,
עפ_9482-09,unknown,csv/עפ_9482-09.csv,,downloaded_pipeline,,58726.0,,,,,,,,,2009.0,
עפ_7416-15,weapon,csv/עפ_7416-15.csv,docx/עפ_7416-15.docx,new_try_unified_weapon,new_try_unified_weapon,58516.0,21965.0,,,,NEGATIVE,גבוהה,,,2015.0,
עפ_7416-15,unknown,csv/עפ_7416-15.csv,,downloaded_pipeline,,58516.0,,,,,,,,,2015.0,
תפ_44977-10-15,drugs,csv/תפ_44977-10-15.csv,docx/תפ_44977-10-15.docx,new_try_drugs,new_try_unified_drugs,58373.0,63798.0,SH-15-10-44977-932,,,NEGATIVE,גבוהה,47.0,drugs,2015.0,
תפ_44878-10-22,drugs,csv/תפ_44878-10-22.csv,docx/תפ_44878-10-22.docx,data_drugs_3k,new_try_unified_drugs,58111.0,82488.0,תפ_44878-10-22,,,NEGATIVE,גבוהה,18.0,drugs,2022.0,
עפ_5768-10,weapon,csv/עפ_5768-10.csv,docx/עפ_5768-10.docx,new_try_unified_weapon,new_try_unified_weapon,57960.0,21724.0,,,,,,,,2010.0,
עפ_5768-10,unknown,csv/עפ_5768-10.csv,,downloaded_pipeline,,57960.0,,,,,,,,,2010.0,
תפח_15741-02-13,weapon,csv/תפח_15741-02-13.csv,docx/תפח_15741-02-13.docx,new_try_weapon,data_master_docx,57671.0,73974.0,"תפ""ח 15741-02-13",,,NEGATIVE,גבוהה,48.0,weapon,2013.0,
תפ_13054-06-10,drugs,csv/תפ_13054-06-10.csv,docx/תפ_13054-06-10.docx,data_drugs_3k,data_master_docx,57671.0,64678.0,תפ_13054-06-10,,,NEGATIVE,גבוהה,34.0,drugs,2010.0,
עפ_5877-13,weapon,csv/עפ_5877-13.csv,docx/עפ_5877-13.docx,new_try_unified_weapon,new_try_unified_weapon,57656.0,21266.0,,24.0,60.0,POSITIVE,גבוהה,,,2013.0,"בהינתן הענישה הנוהגת בעבירות כגון דא ובהינתן ריבוי העבירות שביצע המערער, קבע בית המשפט שמתחם העונש ההולם בנסיבות המקרה דנן נע בין שנתיים לחמש שנות מאסר"
עפ_5877-13,unknown,csv/עפ_5877-13.csv,,downloaded_pipeline,,57656.0,,,,,,,,,2013.0,
תפ_18280-06-19,drugs,csv/תפ_18280-06-19.csv,docx/תפ_18280-06-19.docx,new_try_drugs,data_master_docx,56909.0,64079.0,SH-19-06-18280-972,,,NEGATIVE,גבוהה,22.0,drugs,2019.0,
תפ_27335-08-21,drugs,csv/תפ_27335-08-21.csv,docx/תפ_27335-08-21.docx,data_drugs_3k,new_try_unified_drugs,56648.0,63085.0,תפ_27335-08-21,,,NEGATIVE,גבוהה,13.0,drugs,2021.0,
תפ_2120-06,weapon,csv/תפ_2120-06.csv,docx/תפ_2120-06.docx,new_try_unified_weapon,data_master_docx,56312.0,56169.0,"ת""פ 2120∕06",,,,,18.0,weapon,2006.0,
תפ_8995-04-21,drugs,csv/תפ_8995-04-21.csv,docx/תפ_8995-04-21.docx,data_drugs_3k,data_master_docx,56251.0,69203.0,SH-21-04-8995-789,,,NEGATIVE,גבוהה,35.0,drugs,2021.0,
תפ_40270-07,weapon,csv/תפ_40270-07.csv,docx/תפ_40270-07.docx,new_try_unified_weapon,new_try_unified_weapon,56125.0,41091.0,"תפ (ת""א) 40270∕07",,,NEGATIVE,גבוהה,3.0,weapon,2007.0,
תפ_7538-04-17,drugs,csv/תפ_7538-04-17.csv,docx/תפ_7538-04-17.docx,new_try_unified_drugs,new_try_unified_drugs,55845.0,46583.0,,8.0,18.0,POSITIVE,גבוהה,,,2017.0,"יש להעמיד את מתחם הענישה לעבירה בה הורשע הנאשם, בין 8 ל-18 חודשי מאסר בפועל, לצד ענישה נלוות הכוללת מאסר על תנאי, התחייבות ופסילה."
תפ_44280-01-18,drugs,csv/תפ_44280-01-18.csv,docx/תפ_44280-01-18.docx,data_drugs_3k,new_try_unified_drugs,55732.0,66584.0,תפ_44280-01-18,,,NEGATIVE,גבוהה,32.0,drugs,2018.0,
תפח_1159-05,drugs,csv/תפח_1159-05.csv,docx/תפח_1159-05.docx,new_try_unified_drugs,new_try_unified_drugs,55612.0,53298.0,"תפח (ת""א) 1159∕05",,,,,7.0,weapon,2005.0,
עפ_7416-15,drugs,csv/עפ_7416-15.csv,docx/עפ_7416-15.docx,new_try_unified_drugs,new_try_unified_drugs,55363.0,67203.0,,,,,,,,2015.0,
תפ_7788-09-19,drugs,csv/תפ_7788-09-19.csv,docx/תפ_7788-09-19.docx,data_drugs_3k,new_try_unified_drugs,55234.0,50076.0,,5.0,14.0,POSITIVE,גבוהה,,,2019.0,"בראי הנסיבות במקרה זה, מתחם הענישה ביחס לעונש המאסר ייקבע בין 5 ו-14 חודשי מאסר לצד ענישה נלווית."
תפ_23798-01-21,drugs,csv/תפ_23798-01-21.csv,docx/תפ_23798-01-21.docx,data_drugs_3k,data_drugs_6k,55056.0,63485.0,SH-21-01-23798-757,,,NEGATIVE,גבוהה,7.0,drugs,2021.0,
עפג_28110-10-15,weapon,csv/עפג_28110-10-15.csv,docx/עפג_28110-10-15.docx,new_try_unified_weapon,new_try_unified_weapon,54727.0,41993.0,,6.0,12.0,POSITIVE,גבוהה,,,2015.0,"לבסוף, אימץ בית משפט קמא את אותו מתחם עונש הולם שנקבע גם בעניינו של הנאשם הנוסף ואשר הועמד על מתחם שנע בין 6 חודשי מאסר אותם ניתן לרצות בעבודות שירות ועד 12 חודשי מאסר בפועל."
ME-15-10-28110-519,unknown,csv/ME-15-10-28110-519.csv,,downloaded_pipeline,,54727.0,,,,,,,,,,
עפ_9821-16,weapon,csv/עפ_9821-16.csv,docx/עפ_9821-16.docx,new_try_unified_weapon,new_try_unified_weapon,54613.0,20007.0,,36.0,72.0,POSITIVE,גבוהה,,,2016.0,"על יסוד האמור, ולאחר שמצא כי בנסיבות העניין יש להציב מתחם ענישה נפרד לכל אחד מהאישומים, קבע בית המשפט קמא כי מתחם הענישה ההולם נע בין שלוש שנות מאסר בפועל לבין שש שנות מאסר בפועל לאישום הראשון; בין 18 חודשי מאסר בפועל לבין 30 חודשי מאסר בפועל לאישום השני ולאישום השלישי; בין 15 חודשי מאסר בפועל לבין 30 חודשי מאסר בפועל לאישום הרביעי, לאישום השישי ולאישום השביעי; ובין שתי שנות מאסר בפועל לבין ארבע שנות מאסר בפועל לאישום השמיני."
עפ_9821-16,unknown,csv/עפ_9821-16.csv,,downloaded_pipeline,,54613.0,,,,,,,,,2016.0,
תפח_1159-05,weapon,csv/תפח_1159-05.csv,docx/תפח_1159-05.docx,data_master_csv,data_master_docx,54358.0,53298.0,"תפח (ת""א) 1159∕05",,,,,7.0,weapon,2005.0,
תפ_39513-08-16,drugs,csv/תפ_39513-08-16.csv,docx/תפ_39513-08-16.docx,data_drugs_3k,data_master_docx,54291.0,41081.0,תפ_39513-08-16,,,NEGATIVE,גבוהה,11.0,drugs,2016.0,
תפ_32320-08-22,weapon,csv/תפ_32320-08-22.csv,docx/תפ_32320-08-22.docx,new_try_unified_weapon,data_master_docx,54171.0,63300.0,"ת""פ 32320-08-22",,,NEGATIVE,גבוהה,50.0,weapon,2022.0,
עפ_8421-12,weapon,csv/עפ_8421-12.csv,docx/עפ_8421-12.docx,new_try_unified_weapon,new_try_unified_weapon,54147.0,20366.0,,,,NEGATIVE,גבוהה,,,2012.0,
עפ_8421-12,unknown,csv/עפ_8421-12.csv,,downloaded_pipeline,,54147.0,,,,,,,,,2012.0,
תפ_29863-03-22,drugs,csv/תפ_29863-03-22.csv,docx/תפ_29863-03-22.docx,data_drugs,data_drugs,54009.0,61497.0,"ת""פ 29863-03-22",36.0,50.0,POSITIVE,גבוהה,0.0,drugs,2022.0,מתחם הענישה לתיק העיקרי: בהינתן מדיניות הענישה כמפורט לעיל ובמיוחד בעניין רגייג ובהינתן חלקו של הנאשם באישום השני כמפורט בפרק נסיבות הקשורות בביצוע העבירה אני קובע מתחם ענישה בין 36 חודשים מאסר לבין 50 חודשים מאסר.
שפ_929-15,drugs,csv/שפ_929-15.csv,docx/שפ_929-15.docx,new_try_unified_drugs,new_try_unified_drugs,53872.0,20077.0,,,,NEGATIVE,גבוהה,,,2015.0,
שפ_929-15,unknown,csv/שפ_929-15.csv,,downloaded_pipeline,,53872.0,,,,,,,,,2015.0,
תפ_62472-07-17,weapon,csv/תפ_62472-07-17.csv,docx/תפ_62472-07-17.docx,new_try_unified_weapon,new_try_unified_weapon,53832.0,50960.0,,5.0,25.0,POSITIVE,גבוהה,,,2017.0,"בהתאם לתיקון 113 לחוק העונשין (סעיף 40 י""ג), ולאחר שקלול מכלול הנסיבות והשיקולים במקרה דנא ובכלל זה כמות הפרסומים, תדירותם, תוכנם, פוטנציאל תפוצתם והתקופה שבה פורסמו, אני סבור שמתחם העונש ההולם את המעשים נע במנעד שבין 5 חודשי מאסר בפועל ועד 25 חודשי מאסר בפועל לצד עונשים נלווים."
SH-17-07-62472-416,unknown,csv/SH-17-07-62472-416.csv,,downloaded_pipeline,,53832.0,,,,,,,,,,
תפ_62457-11-16,drugs,csv/תפ_62457-11-16.csv,docx/תפ_62457-11-16.docx,new_try_unified_drugs,new_try_unified_drugs,53817.0,43944.0,,10.0,20.0,POSITIVE,גבוהה,,,2016.0,"בהתחשב במכלול נסיבות ביצוע העבירות, בערך המוגן ובפגיעה בו, ובענישה הנוהגת בפסיקה, נע מתחם הענישה במקרה זה בין 10 ל- 20 חודשי מאסר, נוסף לעונשים נלווים וצופי פני עתיד."
תפ_2300-06-19,drugs,csv/תפ_2300-06-19.csv,docx/תפ_2300-06-19.docx,data_drugs_3k,data_master_docx,53606.0,59518.0,SH-19-06-2300-625,,,NEGATIVE,גבוהה,16.0,drugs,2019.0,
תפ_20439-08-10,weapon,csv/תפ_20439-08-10.csv,docx/תפ_20439-08-10.docx,data_5k,data_master_docx,53317.0,45432.0,"ת""פ 20439-08-10",,,,,10.0,weapon,2010.0,
תפ_29453-05-22,drugs,csv/תפ_29453-05-22.csv,docx/תפ_29453-05-22.docx,new_try_unified_drugs,new_try_unified_drugs,53251.0,45535.0,,0.0,9.0,POSITIVE,גבוהה,,,2022.0,"בנסיבות כוללות אלה, תוך מתן משקל לעקרון ההלימה, אני קובע כי מתחם העונש ההולם במקרה זה נע בין מאסר קצר שיכול וירוצה בעבודות שירות ועד לתשעה חודשי מאסר, לצד ענישה נלווית."
תפ_6990-03-13,weapon,csv/תפ_6990-03-13.csv,docx/תפ_6990-03-13.docx,data_master_csv,new_try_unified_weapon,53078.0,58204.0,"ת""פ 6990-03-13",,,NEGATIVE,גבוהה,38.0,weapon,2013.0,
תפ_21142-01-22,drugs,csv/תפ_21142-01-22.csv,docx/תפ_21142-01-22.docx,data_drugs_3k,new_try_unified_drugs,53076.0,65573.0,תפ_21142-01-22,,,NEGATIVE,גבוהה,21.0,drugs,2022.0,
תפח_53082-01-11,weapon,csv/תפח_53082-01-11.csv,docx/תפח_53082-01-11.docx,5k_archive,new_try_unified_weapon,53058.0,57947.0,"תפ""ח 53082-01-11",,,NEGATIVE,גבוהה,25.0,weapon,2011.0,
תפ_6140-07-14,drugs,csv/תפ_6140-07-14.csv,docx/תפ_6140-07-14.docx,new_try_drugs_copy2,data_master_docx,52878.0,77710.0,SH-14-07-6140-404,,,NEGATIVE,גבוהה,4.0,drugs,2014.0,
תפ_2892-07-10,drugs,csv/תפ_2892-07-10.csv,docx/תפ_2892-07-10.docx,data_drugs,data_drugs,52835.0,47220.0,,,,,,,,2010.0,
תפ_24003-09-14,drugs,csv/תפ_24003-09-14.csv,docx/תפ_24003-09-14.docx,new_try_drugs_copy,new_try_unified_drugs,52636.0,66572.0,SH-14-09-24003-698,,,NEGATIVE,גבוהה,41.0,drugs,2014.0,
תפ_332-10-16,drugs,csv/תפ_332-10-16.csv,docx/תפ_332-10-16.docx,data_drugs_3k,new_try_unified_drugs,52585.0,57604.0,,24.0,60.0,POSITIVE,גבוהה,,,2016.0,מתחם עונש ההולם את הנסיבות נע בין 24 – 60 חודשי מאסר בפועל לגבי כל המסכת המתוארת בכתב-האישום.
עפ_5806-22,weapon,csv/עפ_5806-22.csv,docx/עפ_5806-22.docx,new_try_unified_weapon,new_try_unified_weapon,52523.0,20027.0,,108.0,180.0,POSITIVE,גבוהה,,,2022.0,"בהינתן האמור לעיל, בית המשפט המחוזי קבע כי מתחם העונש ההולם את מעשי המשיב, נע בין 9 ל-15 שנות מאסר בפועל."
עפ_5806-22,unknown,csv/עפ_5806-22.csv,,downloaded_pipeline,,52523.0,,,,,,,,,2022.0,
תפ_53640-01-23,drugs,csv/תפ_53640-01-23.csv,docx/תפ_53640-01-23.docx,data_drugs_3k,new_try_unified_drugs,52353.0,66114.0,"ת""פ 53640-01-23",,,NEGATIVE,נמוכה,21.0,drugs,2023.0,טווח הענישה שהוסכם עליו מצוי בתוך מתחמי הענישה הנהוגים
תפ_1901-04-17,weapon,csv/תפ_1901-04-17.csv,docx/תפ_1901-04-17.docx,new_try_weapon,new_try_unified_weapon,52326.0,83362.0,ME-17-04-1901-539,,,NEGATIVE,גבוהה,26.0,weapon,2017.0,
תפ_64269-04-21,drugs,csv/תפ_64269-04-21.csv,docx/תפ_64269-04-21.docx,data_drugs_3k,data_master_docx,52231.0,60336.0,תפ_64269-04-21,,,NEGATIVE,גבוהה,18.0,drugs,2021.0,
תפ_35938-10-21,drugs,csv/תפ_35938-10-21.csv,docx/תפ_35938-10-21.docx,data_drugs_3k,data_master_docx,52010.0,62573.0,SH-21-10-35938-269,,,NEGATIVE,גבוהה,14.0,drugs,2021.0,
תפ_55487-03-15,drugs,csv/תפ_55487-03-15.csv,docx/תפ_55487-03-15.docx,data_drugs,data_drugs,51700.0,52372.0,"ת""פ 55487-03-15",18.0,36.0,POSITIVE,גבוהה,0.0,drugs,2015.0,"לאחר שסקרתי את הערכים החברתיים שנפגעו כתוצאה מביצוע העבירות שבפנינו על ידי הנאשם, כמו גם את נסיבות ביצוע העבירות ואת מדיניות הענישה הנהוגה, הגעתי לכלל מסקנה כי מתחם העונש ההולם בנידון דידן נע בין עונש של 18 חודשי מאסר בפועל לבין עונש של 36 חודשי מאסר בפועל."
תפ_62962-06-21,drugs,csv/תפ_62962-06-21.csv,docx/תפ_62962-06-21.docx,new_try_unified_drugs,data_master_docx,51526.0,53100.0,תפ_62962-06-21,,,NEGATIVE,גבוהה,15.0,drugs,2021.0,
תפ_26885-06-10,weapon,csv/תפ_26885-06-10.csv,docx/תפ_26885-06-10.docx,5k_root,data_master_docx,51521.0,55270.0,"ת""פ 26885-06-10",,,,,12.0,weapon,2010.0,
תפ_26820-10-11,drugs,csv/תפ_26820-10-11.csv,docx/תפ_26820-10-11.docx,data_drugs,data_master_docx,51331.0,57837.0,תפ_26820-10-11,,,NEGATIVE,גבוהה,6.0,drugs,2011.0,
תפ_61848-10-15,weapon,csv/תפ_61848-10-15.csv,docx/תפ_61848-10-15.docx,data_unified_weapon,new_try_unified_weapon,51318.0,73112.0,"ת""פ 61848-10-15",,,NEGATIVE,גבוהה,49.0,weapon,2015.0,
תפ_72092-07-23,weapon,csv/תפ_72092-07-23.csv,docx/תפ_72092-07-23.docx,5k_root,new_try_unified_weapon,51131.0,52714.0,"ת""פ 72092-07-23",,,NEGATIVE,גבוהה,33.0,weapon,2023.0,
תפ_33143-03-17,drugs,csv/תפ_33143-03-17.csv,docx/תפ_33143-03-17.docx,data_drugs_3k,data_master_docx,51029.0,44968.0,תפ_33143-03-17,,,NEGATIVE,גבוהה,6.0,drugs,2017.0,
תפ_9758-01-21,drugs,csv/תפ_9758-01-21.csv,docx/תפ_9758-01-21.docx,data_drugs_3k,new_try_unified_drugs,50959.0,61195.0,תפ_9758-01-21,,,NEGATIVE,גבוהה,10.0,drugs,2021.0,
תפ_10251-07-22,weapon,csv/תפ_10251-07-22.csv,docx/תפ_10251-07-22.docx,new_try_weapon_copy2,data_master_docx,50623.0,80211.0,"ת""פ 10251-07-22",,,NEGATIVE,גבוהה,35.0,weapon,2022.0,
עפ_5806-22,drugs,csv/עפ_5806-22.csv,docx/עפ_5806-22.docx,new_try_unified_drugs,new_try_unified_drugs,50590.0,51623.0,,,,,,,,2022.0,
תפ_31559-08-20,drugs,csv/תפ_31559-08-20.csv,docx/תפ_31559-08-20.docx,new_try_unified_drugs,new_try_unified_drugs,50097.0,43616.0,,45.0,66.0,POSITIVE,גבוהה,,,2020.0,"לאחר ששקלתי את כלל השיקולים, בהינתן נסיבות מעשיו של נאשם 1, אני קובעת מתחם ענישה הנע בין 45-66 חודשי מאסר בפועל; באשר לנאשם 3, אני קובעת מתחם הנע בין 20-36 חודשי מאסר."
תפ_7244-01-24,drugs,csv/תפ_7244-01-24.csv,docx/תפ_7244-01-24.docx,data_drugs_3k,new_try_unified_drugs,50020.0,41887.0,,3.0,18.0,POSITIVE,גבוהה,,,2024.0,"בהתאם לתיקון 113 לחוק העונשין, לאחר שעיינתי בפסיקה אליה הפנו הצדדים ובשים לב לנסיבות ביצוע העבירות אני קובע כי מתחם העונש ההולם, בנסיבות תיק זה, הינו: ביחס לנאשם 1 – מתחם הנע בין 7 חודשי מאסר בפועל לבין 18 חודשי מאסר בפועל. ביחס לנאשם 2 – מתחם הנע בין 3 חודשי מאסר בפועל לבין 9 חודשי מאסר בפועל."
תפ_2128-04-18,drugs,csv/תפ_2128-04-18.csv,docx/תפ_2128-04-18.docx,new_try_unified_drugs,new_try_unified_drugs,49952.0,44202.0,,6.0,15.0,POSITIVE,גבוהה,,,2018.0,"אשר על כן, מתחם העונש במקרה זה מתחיל משישה חודשי מאסר לריצוי בדרך של עבודות שרות ועד 15 חודשי מאסר בפועל."
תפ_35088-07-24,drugs,csv/תפ_35088-07-24.csv,docx/תפ_35088-07-24.docx,data_drugs_3k,data_drugs,49945.0,54622.0,"ת""פ 35088-07-24",,,NEGATIVE,גבוהה,4.0,drugs,2024.0,
תפ_51251-08-21,drugs,csv/תפ_51251-08-21.csv,docx/תפ_51251-08-21.docx,data_drugs_3k,new_try_unified_drugs,49559.0,45536.0,תפ_51251-08-21,,,NEGATIVE,גבוהה,31.0,drugs,2021.0,
תפ_332-10-16,unknown,csv/תפ_332-10-16.csv,,downloaded_pipeline,,49290.0,,,,,,,,,2016.0,
עפ_1345-08,drugs,csv/עפ_1345-08.csv,docx/עפ_1345-08.docx,new_try_unified_drugs,new_try_unified_drugs,49282.0,20555.0,,,,,,,,2008.0,
עפ_1345-08,unknown,csv/עפ_1345-08.csv,,downloaded_pipeline,,49282.0,,,,,,,,,2008.0,
תפ_32247-08-11,weapon,csv/תפ_32247-08-11.csv,docx/תפ_32247-08-11.docx,5k_archive,data_master_docx,49176.0,59960.0,"ת""פ 32247-08-11",,,NEGATIVE,גבוהה,42.0,weapon,2011.0,
תפ_59136-05-13,drugs,csv/תפ_59136-05-13.csv,docx/תפ_59136-05-13.docx,new_try_unified_drugs,new_try_unified_drugs,49094.0,36196.0,תפ_59136-05-13,,,NEGATIVE,גבוהה,12.0,drugs,2013.0,
תפ_408-00,weapon,csv/תפ_408-00.csv,docx/תפ_408-00.docx,new_try_unified_weapon,new_try_unified_weapon,49060.0,51985.0,תפ (חי') 408∕00,,,,,6.0,weapon,2000.0,
תפ_32819-11-15,weapon,csv/תפ_32819-11-15.csv,docx/תפ_32819-11-15.docx,data_unified_weapon,data_master_docx,49046.0,59784.0,"ת""פ 32819-11-15",,,NEGATIVE,גבוהה,7.0,weapon,2015.0,
תפ_4244-01-17,drugs,csv/תפ_4244-01-17.csv,docx/תפ_4244-01-17.docx,data_drugs_3k,new_try_unified_drugs,48860.0,40174.0,תפ_4244-01-17,,,NEGATIVE,גבוהה,44.0,drugs,2017.0,
תפ_14367-06-13,weapon,csv/תפ_14367-06-13.csv,docx/תפ_14367-06-13.docx,new_try_unified_weapon,new_try_unified_weapon,48624.0,50211.0,"ת""פ 14367-06-13",,,NEGATIVE,גבוהה,27.0,weapon,2013.0,
תפ_67193-02-19,drugs,csv/תפ_67193-02-19.csv,docx/תפ_67193-02-19.docx,new_try_unified_drugs,new_try_unified_drugs,48574.0,47029.0,,16.0,62.0,POSITIVE,גבוהה,,,2019.0,בהתאם לתיקון 113 נמצא לקבוע כי מתחם העונש ההולם בעניינו של הנאשם 1 הוא מ-32 ועד ל-62 חודשי מאסר בפועל וכי מתחם העונש ההולם בעניינו של הנאשם 2 הוא החל מ-16 ועד ל-32 חודשי מאסר בפועל.
תפח_18-08,weapon,csv/תפח_18-08.csv,docx/תפח_18-08.docx,data_5k,new_try_unified_weapon,48514.0,40397.0,"תפ""ח 18-08",,,,,6.0,weapon,2008.0,
תפח_32-08,weapon,csv/תפח_32-08.csv,docx/תפח_32-08.docx,new_try_unified_weapon,data_master_docx,48486.0,47273.0,תפח (נצ') 32∕08,,,,,9.0,weapon,2008.0,
עפ_7907-14,drugs,csv/עפ_7907-14.csv,docx/עפ_7907-14.docx,new_try_unified_drugs,new_try_unified_drugs,48337.0,19040.0,,30.0,60.0,POSITIVE,גבוהה,,,2014.0,"בית המשפט השווה את חלקו בפרשה לזה של דורין, ובהתאם לכך אימץ בית המשפט את מתחם העונש שנקבע לגביה (בין 30 לבין 60 חודשי מאסר)."
