verdict_1,verdict_2,domain,similarity_score,source_batch
תפ_10180-01-24,תפ_13471-01-22,weapon,20,main
תפ_40999-01-21,תפ_41276-06-17,weapon,55,main
תפ_40922-11-15,תפ_63328-04-21,weapon,15,main
תפ_19130-12-21,תפ_41952-02-22,weapon,75,main
תפ_31425-08-20,תפ_44422-01-17,drugs,35,main
תפ_22021-09-22,תפ_4730-11-21,drugs,20,main
תפ_12035-06-20,תפ_46550-12-16,weapon,5,main
תפ_33420-12-20,תפ_50986-12-16,weapon,25,main
תפ_21594-06-16,תפ_7735-04-19,weapon,35,main
תפ_1118-10-18,תפ_60581-11-15,weapon,5,main
תפ_12233-08-12,תפ_57474-07-15,weapon,80,main
תפ_47757-02-18,תפ_52145-01-20,drugs,55,main
תפ_10896-06-20,תפ_46930-03-22,weapon,20,main
תפ_19908-10-21,תפ_6968-01-24,weapon,15,main
תפ_2144-04-21,תפ_40536-10-20,weapon,70,main
תפ_38355-09-23,תפ_69933-03-23,weapon,18,main
תפ_22297-11-20,תפ_32907-12-20,weapon,38,main
תפ_22338-06-09,תפ_44862-06-20,weapon,85,main
תפ_32882-09-21,תפ_34630-12-21,weapon,30,main
תא_40004-08-18,תפ_9582-10-20,drugs,35,main
תפ_12606-07-22,תפ_5275-07-21,weapon,65,main
תפ_17766-12-20,תפח_30145-08-13,weapon,55,main
תפ_16651-01-24,תפ_43471-12-22,weapon,45,main
תפ_29898-02-14,תפ_53669-03-22,weapon,35,main
תפ_6904-12-14,תפח_30145-08-13,weapon,5,main
תפ_11104-07-19,תפ_44381-05-20,weapon,25,main
תפ_24551-06-22,תפ_62070-05-20,drugs,20,main
תפ_31419-11-20,תפ_44422-01-17,drugs,38,main
תפ_64941-05-17,תפ_9983-05-16,weapon,85,main
תפ_24215-06-13,תפ_34630-12-21,weapon,25,main
תפ_30015-07-16,תפ_43471-12-22,weapon,20,main
תפ_21355-08-18,תפ_54036-06-19,drugs,25,main
תפ_26478-04-22,תפ_9264-02-21,weapon,70,main
תפ_57539-11-15,תפ_9873-02-17,weapon,45,main
תפ_12154-12-14,תפ_395-05-17,weapon,38,main
תפ_11104-07-19,תפ_57498-03-19,weapon,25,main
תפ_23648-12-19,תפ_53715-12-15,weapon,35,main
תפ_34668-04-22,תפ_34866-09-22,drugs,30,main
תפ_21384-01-23,תפ_39034-01-18,drugs,65,main
תפ_14373-03-22,תפ_7317-01-15,weapon,38,main
תפ_23992-11-21,תפ_59004-08-23,weapon,35,main
תפ_51306-12-18,תפח_34398-05-11,weapon,18,main
תפ_57539-11-15,תפ_57965-03-15,weapon,18,main
תפ_31249-06-14,תפ_4475-11-18,weapon,45,main
תפ_6968-01-24,תפ_70111-03-23,weapon,18,main
תפ_4133-01-20,תפ_61841-07-22,weapon,25,main
תפ_12615-11-21,תפ_15387-01-21,weapon,20,main
תפ_32339-12-19,תפ_44381-05-20,weapon,35,main
תפ_26417-03-17,תפ_34938-09-18,weapon,85,main
תפ_19759-07-21,תפ_52091-02-20,weapon,35,main
תפ_27330-02-19,תפ_68389-07-20,weapon,45,main
תפ_32907-12-20,תפ_950-09-17,weapon,20,main
תפ_63355-02-23,תפח_39094-05-12,weapon,25,main
תפ_37987-11-23,תפ_44129-09-19,drugs,55,main
תפ_39998-08-15,תפ_57539-11-15,weapon,35,main
תפ_23872-02-19,תפ_28100-07-20,weapon,35,main
תפ_1631-01-22,תפ_7196-03-21,weapon,35,main
תפ_2058-09-17,תפ_26565-12-20,weapon,75,main
תפ_45456-12-21,תפ_68389-07-20,weapon,10,main
תפ_40650-03-22,תפ_45055-01-22,drugs,30,main
תפ_6431-05-13,תפ_69158-11-16,weapon,55,main
תפ_17935-01-20,תפ_40313-09-15,weapon,38,main
תפ_38687-04-20,תפ_41754-05-22,weapon,10,main
תפ_44840-06-16,תפ_50809-07-17,weapon,80,main
תפ_15710-09-21,תפ_47348-11-21,weapon,10,main
תפ_34027-04-18,תפ_39998-08-15,weapon,25,main
תפ_40892-01-24,תפ_70374-11-20,drugs,62,main
תפ_12606-07-22,תפ_26702-01-23,weapon,65,main
תפ_4248-06-16,תפ_52091-02-20,weapon,55,main
תפ_19610-08-21,תפ_4133-01-20,weapon,35,main
תפ_43643-10-15,תפ_52479-01-18,weapon,28,main
תפ_24548-06-13,תפ_59067-10-21,weapon,15,main
תפ_5013-12,תפ_57965-03-15,weapon,25,main
תפ_28991-04-22,תפ_36287-01-22,weapon,10,main
תפ_32264-10-17,תפ_7108-02-16,weapon,25,main
תפ_42697-05-18,תפ_44620-01-22,weapon,23,main
תפ_40256-11-14,תפח_12074-08-16,weapon,45,main
תפ_10316-06-13,תפ_25537-07-24,drugs,25,main
תפ_24350-06-23,תפח_17033-01-22,weapon,30,main
תפ_18957-11-20,תפ_39183-11-13,weapon,55,main
תפ_19835-04-13,תפ_53669-03-22,weapon,30,main
תפ_17030-02-22,תפ_38883-05-22,weapon,38,main
תפ_49293-04-21,תפ_8900-11-22,drugs,15,main
תפ_24215-06-13,תפ_9111-02-15,weapon,65,main
תפ_10650-11-21,תפ_15209-10-23,weapon,28,main
תפ_68389-07-20,תפ_9632-08-23,weapon,35,main
תפ_1139-06-23,תפ_40983-10-20,weapon,65,main
תפ_69278-05-18,תפ_7867-04-22,drugs,60,main
תפ_25546-11-23,תפ_633-05-17,weapon,18,main
תפ_23282-05-17,תפ_47474-01-14,drugs,55,main
תפ_4459-03-24,תפ_7089-08-23,weapon,10,main
תפ_3986-06-22,תפ_50716-11-19,weapon,30,main
תפ_2724-08-19,תפ_4795-12-17,weapon,10,main
תפ_26036-08-21,תפ_47348-11-21,weapon,55,main
תפ_6047-11-19,תפ_71830-10-21,drugs,30,main
תפ_19759-07-21,תפ_44381-05-20,weapon,35,main
תפ_26478-04-22,תפ_53339-09-22,weapon,55,main
תפ_4730-11-21,תפ_67473-10-21,drugs,75,main
תפ_17707-04-14,תפ_40011-04-14,weapon,45,main
תפ_13995-12-22,תפ_51663-11-23,weapon,15,main
תפ_43643-10-15,תפ_52077-12-20,weapon,30,main
תפ_12035-06-20,תפ_18210-05-23,weapon,65,main
תפ_32883-03-22,תפ_7089-08-23,weapon,35,main
תפ_14373-03-22,תפ_39345-03-20,weapon,38,main
תפ_17860-01-19,תפ_69158-11-16,weapon,35,main
תפ_43597-08-21,תפ_70166-03-23,weapon,35,main
תפ_30039-04-20,תפ_34108-01-23,drugs,45,main
תפ_26839-11-16,תפ_52145-01-20,drugs,30,main
תפ_53496-03-18,תפ_998-08-14,weapon,18,main
תפ_17701-07-21,תפ_30966-07-22,weapon,25,main
תפ_17715-07-18,תפ_33040-09-24,drugs,10,main
תפ_52848-09-22,תפח_39094-05-12,weapon,30,main
תפ_27929-03-19,תפ_57539-11-15,weapon,45,main
תפ_33024-01-18,תפ_48983-06-18,drugs,35,main
תפ_37175-07-20,תפ_46366-09-19,weapon,25,main
תפ_16779-09-22,תפ_8188-06-23,weapon,65,main
תפ_40898-11-19,תפ_44620-01-22,weapon,5,main
תפ_18833-05-13,תפ_19384-05-16,weapon,35,main
תפ_182-11-12,תפ_22338-06-09,weapon,55,main
תפ_17856-06-17,תפ_17860-01-19,weapon,20,main
תפ_20387-03-23,תפ_50474-09-22,weapon,20,main
תפ_34027-04-18,תפ_53496-03-18,weapon,72,main
תפ_70062-03-23,תפ_7617-07-23,weapon,65,main
תפ_24548-06-13,תפ_40898-11-19,weapon,35,main
תפ_12233-08-12,תפ_28100-07-20,weapon,65,main
תפ_18039-10-21,תפ_58774-07-22,weapon,28,main
תפ_31216-01-22,תפ_4612-07-22,weapon,20,main
תפ_23872-02-19,תפ_28787-04-22,weapon,30,main
תפ_12035-06-20,תפ_36698-12-18,weapon,25,main
תפ_15747-08-22,תפ_22021-09-22,drugs,30,main
תפ_11739-03-21,תפ_66922-03-22,drugs,25,main
תפ_27929-03-19,תפח_34398-05-11,weapon,35,main
תפ_13-05-32,תפ_32882-09-21,weapon,10,main
תפ_50330-07-18,תפ_70166-03-23,weapon,0,main
תפ_30340-08-20,תפ_7108-02-16,weapon,15,main
תפ_21594-06-16,תפ_5085-07-17,weapon,25,main
תפ_25639-03-21,תפ_8868-12-21,weapon,45,main
תפ_12761-11-15,תפ_16779-09-22,weapon,35,main
תפ_40567-08-16,תפ_47301-07-16,drugs,35,main
תפ_20387-03-23,תפ_31498-01-16,weapon,85,main
תפ_17137-11-21,תפ_6832-11-23,weapon,18,main
תפ_17098-06-12,תפ_28107-06-20,drugs,65,main
תפ_33337-07-23,תפ_41754-05-22,weapon,35,main
תפ_23749-12-19,תפ_39941-11-19,weapon,75,main
תפ_37104-06-22,תפ_57996-05-20,weapon,65,main
תפ_17655-10-22,תפ_30617-02-22,weapon,60,main
תפ_14885-06-24,תפ_60484-03-22,weapon,35,main
תפ_48057-03-21,תפ_61118-07-23,weapon,55,main
תפ_23328-12-22,תפח_52360-06-20,weapon,30,main
תפ_18203-04-19,תפ_19412-05-18,drugs,35,main
תפ_23253-12-15,תפ_42697-05-18,weapon,30,main
תפ_49344-11-23,תפ_7196-03-21,weapon,20,main
תפ_13048-04-21,תפ_14578-04-19,drugs,75,main
תפ_25425-02-22,תפ_60820-07-14,weapon,28,main
תפ_41832-08-24,תפ_6968-01-24,weapon,25,main
תפ_49875-05-23,תפ_5775-02-18,drugs,62,main
תפ_17137-11-21,תפ_30350-12-20,weapon,35,main
תפ_33439-01-21,תפ_34353-03-17,drugs,15,main
תפ_48978-07-21,תפ_72146-11-20,weapon,30,main
תפ_19408-11-14,תפ_48281-08-18,drugs,55,main
תפ_30350-12-20,תפ_43245-08-20,weapon,35,main
תפ_6929-10-15,תפ_9860-10-15,drugs,65,main
תפ_18327-09-22,תפ_6968-02-22,weapon,42,main
תפ_12158-04-23,תפ_48905-12-20,weapon,45,main
תפ_29529-07-20,תפ_48978-07-21,weapon,35,main
תפ_12540-12-18,תפ_59067-10-21,weapon,65,main
תפ_2724-08-19,תפ_395-05-17,weapon,35,main
תפ_12154-12-14,תפ_31249-06-14,weapon,10,main
תפ_4459-03-24,תפ_50474-09-22,weapon,35,main
תפ_31842-04-21,תפ_59067-10-21,weapon,45,main
תפ_16753-02-22,תפ_33420-12-20,weapon,35,main
תפ_13142-02-15,תפ_20451-09-20,weapon,35,main
תפ_28234-05-21,תפ_37495-01-20,drugs,25,main
תפ_63100-02-24,תפ_7811-10-23,weapon,60,main
תפ_14553-12-23,תפ_66306-03-19,drugs,70,main
תפ_52091-02-20,תפ_66542-05-20,weapon,38,main
תפ_21339-07-21,תפ_33024-01-18,drugs,65,main
תפ_3526-04-21,תפ_47474-01-14,drugs,25,main
תפ_16779-09-22,תפ_41052-11-19,weapon,40,main
תפ_10896-06-20,תפ_69980-11-20,weapon,45,main
תפ_31216-01-22,תפ_61452-02-16,weapon,15,main
תפ_26856-05-16,תפ_32156-02-19,drugs,10,main
תפ_24278-11-22,תפ_59888-08-22,drugs,80,main
תפ_1410-03-24,תפ_44169-08-22,weapon,55,main
תפ_27685-11-15,תפ_40634-03-20,weapon,30,main
תפ_40082-02-22,תפ_6514-03-23,weapon,25,main
תפ_20451-09-20,תפ_54432-02-17,weapon,23,main
תפ_44725-12-14,תפח_46412-12-15,weapon,0,main
תפ_23872-02-19,תפח_30145-08-13,weapon,10,main
תפ_35389-01-21,תפ_45055-01-22,drugs,65,main
תפ_25332-01-18,תפ_3526-04-21,drugs,65,main
תפ_47284-06-18,תפ_51523-10-17,weapon,55,main
תפ_11843-03-20,תפ_46379-02-21,weapon,65,main
תפ_32907-12-20,תפ_39500-07-20,weapon,10,main
תפ_31425-08-20,תפ_5391-02-20,drugs,65,main
תפ_55035-10-18,תפח_31041-04-13,weapon,35,main
תפ_22464-07-12,תפ_61720-01-23,drugs,15,main
תפ_33024-01-18,תפ_50970-11-21,drugs,55,main
תפ_17655-10-22,תפ_3910-02-23,weapon,30,main
תפ_17916-05-19,תפ_24350-06-23,weapon,55,main
תפ_1363-04-22,תפ_16651-01-24,weapon,5,main
תפ_1197-11-21,תפ_7027-07-19,drugs,65,main
תפ_13749-03-17,תפ_40650-03-22,drugs,30,main
תפ_57914-10-13,תפ_7626-04-20,weapon,35,main
תפ_11843-03-20,תפ_27625-02-21,weapon,70,main
תפ_61299-12-19,תפח_34802-06-19,weapon,10,main
תפ_13632-08-17,תפ_31811-03-21,weapon,40,main
תפ_21162-10-19,תפ_32817-12-14,drugs,68,main
תפ_17766-12-20,תפ_23992-11-21,weapon,10,main
תפ_17474-08-14,תפ_20387-03-23,weapon,25,main
תפ_12109-06-15,תפ_4102-11-20,weapon,35,main
תפ_44380-08-16,תפ_6153-02-21,weapon,20,main
תפ_24350-06-23,תפ_57283-05-21,weapon,65,main
תפ_58027-12-21,תפ_7467-12-20,weapon,35,main
תפ_10180-01-24,תפ_1139-06-23,weapon,75,main
תפ_13270-02-20,תפ_633-05-17,weapon,65,main
תפ_14115-07-19,תפ_52416-06-20,weapon,25,main
תפ_1783-04-23,תפ_21108-02-24,weapon,28,main
תפ_48983-06-18,תפ_49875-05-23,drugs,25,main
תפ_25631-03-22,תפ_46737-07-22,weapon,45,main
תפ_17860-01-19,תפ_66542-05-20,weapon,30,main
תפ_3772-01-16,תפ_57474-07-15,weapon,55,main
תפ_35186-03-18,תפ_56762-03-21,weapon,38,main
תפ_48057-03-21,תפ_52322-10-23,weapon,45,main
תפ_44862-06-20,תפ_52789-09-22,weapon,45,main
תפ_1715-07-21,תפ_6875-02-22,weapon,35,main
תפ_27625-02-21,תפ_34027-04-18,weapon,25,main
תפ_26478-04-22,תפ_60429-12-21,weapon,38,main
תפ_6852-03-21,תפ_7467-12-20,weapon,85,main
תפ_27986-11-22,תפ_63355-02-23,weapon,20,main
תפ_1990-11-22,תפ_40650-03-22,drugs,30,main
תפ_17573-10-22,תפ_4612-07-22,weapon,20,main
תפ_30575-03-20,תפ_66893-12-21,weapon,38,main
תפ_28100-07-20,תפ_44620-01-22,weapon,70,main
תפ_1363-04-22,תפ_28796-07-22,weapon,18,main
תפ_39345-03-20,תפ_9111-02-15,weapon,10,main
תפ_44840-06-16,תפ_53496-03-18,weapon,10,main
תפ_1580-11-23,תפ_44169-08-22,weapon,30,main
תפ_19610-08-21,תפ_28100-07-20,weapon,62,main
תפ_28845-04-22,תפ_30617-02-22,weapon,20,main
תפ_43844-05-15,תפ_50716-11-19,weapon,25,main
תפ_12743-08-22,תפ_50809-07-17,weapon,65,main
תפ_18846-06-20,תפ_41189-09-15,drugs,45,main
תפ_35227-05-17,תפ_43338-05-16,weapon,15,main
תפ_43009-08-20,תפ_57687-05-22,weapon,35,main
תפ_17856-06-17,תפ_19908-10-21,weapon,35,main
תפ_21459-01-16,תפ_34694-09-21,weapon,20,main
תפ_25546-11-23,תפ_35473-12-21,weapon,25,main
תפ_18327-09-22,תפ_28615-08-17,weapon,18,main
תפ_52000-02-15,תפ_61299-12-19,weapon,35,main
תפ_3384-12-23,תפ_40313-09-15,weapon,45,main
תפ_33458-08-14,תפח_41585-03-16,weapon,18,main
תפ_19705-09-23,תפ_67471-06-18,drugs,20,main
תפ_49212-08-19,תפ_8008-07-19,weapon,40,main
תפ_10300-06-20,תפ_32227-11-20,weapon,38,main
תפ_17701-07-21,תפ_42118-11-23,weapon,35,main
תפ_23992-11-21,תפ_50330-07-18,weapon,38,main
תפ_19827-06-15,תפ_5649-09-21,drugs,55,main
תפ_54432-02-17,תפ_7735-04-19,weapon,25,main
תפ_63155-05-23,תפח_34398-05-11,weapon,35,main
תפ_27961-04-18,תפ_33024-01-18,drugs,25,main
תפ_25806-05-22,תפ_8203-05-23,drugs,35,main
תפ_45025-05-22,תפ_46250-11-21,weapon,55,main
תפ_57965-03-15,תפ_66893-12-21,weapon,55,main
תפ_17707-04-14,תפ_62279-07-22,weapon,65,main
תפ_522-05-17,תפח_46412-12-15,weapon,65,main
תפ_35364-01-18,תפ_3742-07-18,weapon,30,main
תפ_22021-09-22,תפ_45433-09-17,drugs,30,main
תפ_17057-08-20,תפ_6968-01-24,weapon,75,main
תפ_3295-04-18,תפ_41967-08-17,weapon,65,main
תפ_17573-10-22,תפ_33337-07-23,weapon,80,main
תפ_10347-10-23,תפ_60765-03-22,weapon,72,main
תפ_27330-02-19,תפ_3531-12-13,weapon,75,main
תפ_29457-07-16,תפ_33024-01-18,drugs,40,main
תפ_2058-09-17,תפ_31498-01-16,weapon,35,main
תפ_12154-12-14,תפ_45432-11-15,weapon,35,main
תפ_59422-07-14,תפ_70166-03-23,weapon,38,main
תפ_13142-02-15,תפח_51122-01-13,weapon,35,main
תפ_13785-04-15,תפ_60429-12-21,weapon,60,main
תפ_17474-08-14,תפ_18957-11-20,weapon,35,main
תפ_59045-12-20,תפ_62794-11-21,drugs,80,main
תפ_49212-08-19,תפ_54432-02-17,weapon,65,main
תפ_7053-03-21,תפ_9355-10-19,weapon,45,main
תפ_39500-07-20,תפ_43338-05-16,weapon,35,main
תפ_1956-04-21,תפח_63773-04-21,weapon,40,main
תפ_29832-08-15,תפ_40567-08-16,drugs,40,main
תפ_38687-04-20,תפ_61452-02-16,weapon,35,main
תפ_64581-08-23,תפ_7811-10-23,weapon,10,main
תפ_28100-07-20,תפ_57474-07-15,weapon,35,main
תפ_26036-08-21,תפ_32907-12-20,weapon,35,main
תפ_31842-04-21,תפ_50998-03-23,weapon,20,main
תפ_49344-11-23,תפח_17033-01-22,weapon,65,main
תפ_11739-03-21,תפ_25332-01-18,drugs,20,main
תפ_54615-03-16,תפ_66430-05-20,weapon,65,main
תפ_18013-01-15,תפ_6431-05-13,weapon,18,main
תפ_34630-12-21,תפ_41276-06-17,weapon,65,main
תפ_39500-07-20,תפ_41052-11-19,weapon,35,main
תפ_47474-01-14,תפ_60842-12-14,drugs,30,main
תפ_43643-10-15,תפ_52848-09-22,weapon,28,main
תפ_35106-03-18,תפ_74740-06-20,weapon,25,main
תפ_18689-01-17,תפ_45465-11-15,weapon,70,main
תפ_1410-03-24,תפ_17655-10-22,weapon,35,main
תפ_13-02-14,תפ_54202-01-23,weapon,40,main
תפ_12411-02-21,תפ_61452-02-16,weapon,15,main
תפ_47668-04-18,תפ_60015-05-22,drugs,35,main
תפ_14044-03-20,תפ_6574-09-21,weapon,55,main
תפ_15209-10-23,תפ_37966-04-23,weapon,0,main
תפ_14684-07-24,תפח_52360-06-20,weapon,30,main
תפ_43009-08-20,תפ_43844-05-15,weapon,25,main
תפח_15217-03-19,תפח_53698-03-17,weapon,35,main
תפ_31935-12-21,תפ_6832-11-23,weapon,10,main
תפ_10171-06-22,תפ_29620-01-23,weapon,35,main
תפ_41754-05-22,תפ_51607-08-21,weapon,65,main
תפ_1847-05-14,תפ_7196-03-21,weapon,35,main
תפ_45339-12-20,תפח_41585-03-16,weapon,28,main
תפ_5085-07-17,תפ_61299-12-19,weapon,15,main
תפ_14684-07-24,תפ_8188-06-23,weapon,40,main
תפ_24361-06-21,תפ_52848-09-22,weapon,68,main
תפ_41276-06-17,תפ_41762-12-20,weapon,10,main
תפ_24361-06-21,תפ_6832-11-23,weapon,30,main
תפ_30039-04-20,תפ_34197-11-21,drugs,85,main
תפ_13785-04-15,תפ_9179-04-16,weapon,15,main
תפ_16161-04-21,תפ_46267-08-23,weapon,0,main
תפ_41754-05-22,תפ_43009-08-20,weapon,22,main
תפ_10650-11-21,תפ_51199-04-23,weapon,70,main
תפ_50631-06-23,תפ_6322-04-16,drugs,35,main
תפ_26549-09-21,תפ_46250-11-21,weapon,25,main
תפ_56900-11-18,תפ_66310-07-17,weapon,68,main
תפ_23648-12-19,תפ_52390-06-19,weapon,80,main
תפ_45048-06-14,תפ_68905-01-24,drugs,55,main
תפ_23282-05-17,תפ_5391-02-20,drugs,10,main
תפ_12376-04-20,תפ_31249-06-14,weapon,10,main
תפ_26702-01-23,תפ_54460-03-21,weapon,58,main
תפ_38883-05-22,תפ_68096-11-21,weapon,35,main
תפ_14044-03-20,תפ_14802-02-23,weapon,35,main
תפ_47348-11-21,תפ_59464-09-23,weapon,35,main
תפ_12035-06-20,תפ_41830-12-21,weapon,25,main
תפ_16541-01-21,תפ_34694-09-21,weapon,10,main
תפ_16779-09-22,תפ_28148-07-20,weapon,45,main
תפ_39998-08-15,תפ_53496-03-18,weapon,30,main
תפ_12401-05-22,תפ_38193-11-23,weapon,70,main
תפ_20477-02-20,תפ_26565-12-20,weapon,10,main
תפ_15172-01-16,תפ_29401-11-12,drugs,75,main
תפ_24302-05-16,תפ_28659-02-14,weapon,35,main
תפ_1178-06-21,תפ_69941-03-23,weapon,30,main
תפ_36982-03-18,תפ_39500-07-20,weapon,55,main
תפ_52782-09-22,תפ_69933-03-23,weapon,35,main
תפ_26164-01-21,תפ_38687-04-20,weapon,30,main
תפ_11370-07-16,תפ_38014-02-22,drugs,28,main
תפ_47284-06-18,תפ_51199-04-23,weapon,75,main
תפ_32174-07-20,תפ_45433-09-17,drugs,68,main
תפ_31842-04-21,תפח_17033-01-22,weapon,25,main
תפ_39500-07-20,תפ_57526-07-21,weapon,35,main
תפ_36287-01-22,תפח_52360-06-20,weapon,65,main
תפ_30015-07-16,תפ_48905-12-20,weapon,25,main
תפ_11843-03-20,תפ_35364-01-18,weapon,35,main
תפ_11739-03-21,תפ_3667-07-15,drugs,55,main
תפ_17655-10-22,תפ_20644-11-22,weapon,20,main
תפ_3068-11-15,תפ_57474-07-15,weapon,35,main
תפ_23659-04-22,תפ_52567-05-23,drugs,30,main
תפ_4475-11-18,תפח_39094-05-12,weapon,10,main
תפ_30003-03-22,תפ_53377-09-22,weapon,20,main
תפ_18013-01-15,תפ_19835-04-13,weapon,30,main
תפ_35007-04-13,תפ_37083-11-14,weapon,35,main
תפ_31218-10-14,תפ_51088-03-21,weapon,35,main
תפ_21594-06-16,תפ_36091-07-15,weapon,15,main
תפ_43271-05-21,תפ_46250-11-21,weapon,35,main
תפ_16540-08-21,תפ_24239-05-17,drugs,65,main
תפ_32882-09-21,תפ_52848-09-22,weapon,15,main
תפ_41754-05-22,תפ_69110-11-20,weapon,18,main
תפ_1847-05-14,תפ_41242-02-17,weapon,25,main
תפ_36091-07-15,תפ_4795-12-17,weapon,35,main
תפ_12109-06-15,תפ_61106-05-20,weapon,5,main
תפ_3686-01-16,תפ_40011-04-14,weapon,15,main
תפ_35202-10-15,תפ_3667-07-15,drugs,28,main
תפ_16520-01-18,תפ_42987-06-16,weapon,65,main
תפ_28845-04-22,תפ_44381-05-20,weapon,35,main
תפ_17677-04-17,תפ_46118-07-24,drugs,20,main
תפ_41522-05-18,תפ_67356-12-21,weapon,45,main
תפ_20387-03-23,תפ_32227-11-20,weapon,55,main
תפ_25639-03-21,תפ_46737-07-22,weapon,10,main
תפ_17860-01-19,תפ_46930-03-22,weapon,25,main
תפ_30433-06-22,תפ_31034-06-17,weapon,75,main
תפ_29947-07-23,תפ_59488-11-21,weapon,55,main
תפ_23648-12-19,תפ_4102-11-20,weapon,35,main
תפ_27780-05-15,תפ_55664-02-14,weapon,35,main
תפ_25537-07-24,תפ_39568-06-21,drugs,30,main
תפ_13142-02-15,תפ_522-05-17,weapon,65,main
תפ_43271-05-21,תפ_48176-01-22,weapon,35,main
תפ_17766-12-20,תפ_30972-10-18,weapon,35,main
תפ_28157-02-23,תפ_69278-05-18,drugs,38,main
תפ_7774-03-23,תפח_31041-04-13,weapon,75,main
תפ_37966-04-23,תפ_66893-12-21,weapon,55,main
תפ_45456-12-21,תפ_51199-04-23,weapon,40,main
תפ_13373-10-23,תפ_62794-11-21,drugs,25,main
תפ_10316-06-13,תפ_31276-05-19,drugs,35,main
תפ_17260-12-23,תפ_33337-07-23,weapon,45,main
תפ_50474-09-22,תפ_8188-06-23,weapon,18,main
תפ_1363-04-22,תפ_28991-04-22,weapon,18,main
תפ_14944-08-18,תפ_34974-01-12,drugs,35,main
תפ_10108-11-21,תפ_4632-02-22,drugs,28,main
תפ_20307-05-20,תפ_50716-11-19,weapon,75,main
תפ_1127-05-20,תפ_59274-02-22,drugs,25,main
תפ_23513-03-14,תפ_35488-11-23,weapon,30,main
תפ_17916-05-19,תפ_57914-10-13,weapon,20,main
תפ_2802-11-19,תפ_33024-01-18,drugs,18,main
תפ_52479-01-18,תפ_9384-04-20,weapon,68,main
תפ_19835-04-13,תפ_7774-03-23,weapon,45,main
תפ_30433-06-22,תפ_59464-09-23,weapon,18,main
תפ_1118-10-18,תפח_2690-09-19,weapon,65,main
תפ_24953-08-24,תפ_34255-01-24,drugs,55,main
תפ_1118-10-18,תפ_21813-09-16,weapon,30,main
תפ_31218-10-14,תפ_53239-10-21,weapon,62,main
תפ_31216-01-22,תפ_41754-05-22,weapon,35,main
תפ_30617-02-22,תפ_50487-06-22,weapon,20,main
תפ_13142-02-15,תפ_59488-11-21,weapon,35,main
תפ_36505-12-20,תפ_70062-03-23,weapon,35,main
תפ_10650-11-21,תפ_16651-01-24,weapon,80,main
תפ_17642-11-20,תפ_46497-09-16,drugs,30,main
תפ_54272-09-14,תפח_4633-09-16,weapon,30,main
תפ_28787-04-22,תפ_70166-03-23,weapon,85,main
תפ_15387-01-21,תפ_61299-12-19,weapon,45,main
תפ_31842-04-21,תפ_43643-10-15,weapon,0,main
תפ_39183-11-13,תפ_59067-10-21,weapon,60,main
תפ_41600-02-21,תפ_61820-08-21,weapon,72,main
תפ_29013-01-17,תפ_39953-08-24,drugs,75,main
תפ_43597-08-21,תפ_66319-05-20,weapon,72,main
תפ_33337-07-23,תפ_63155-05-23,weapon,35,main
תפ_17655-10-22,תפ_57001-11-21,weapon,25,main
תפ_24044-06-22,תפ_41694-03-20,weapon,35,main
תפ_45228-07-16,תפ_46108-06-20,weapon,55,main
תפ_25502-05-22,תפ_47344-10-15,drugs,45,main
תפ_21296-11-14,תפ_28787-04-22,weapon,35,main
תפ_20068-10-22,תפ_70392-03-23,weapon,35,main
תפ_10300-06-20,תפ_8008-07-19,weapon,20,main
תפ_28787-04-22,תפ_32775-09-23,weapon,55,main
תפ_38303-12-13,תפ_6431-05-13,weapon,65,main
תפ_1106-03-18,תפ_52000-02-15,weapon,70,main
תפ_43245-08-20,תפ_51506-01-22,weapon,45,main
תפ_32775-09-23,תפ_50487-06-22,weapon,65,main
תפ_28615-08-17,תפ_28889-07-14,weapon,18,main
תפ_29620-01-23,תפ_6832-11-23,weapon,45,main
תפ_42697-05-18,תפ_5037-10-16,weapon,65,main
תפ_23992-11-21,תפ_4248-06-16,weapon,65,main
תפ_24044-06-22,תפ_41952-02-22,weapon,65,main
תפ_3531-12-13,תפ_52479-01-18,weapon,68,main
תפ_34630-12-21,תפ_51228-09-11,weapon,10,main
תפ_13632-08-17,תפ_36091-07-15,weapon,25,main
תפ_1219-06-23,תפ_63355-02-23,weapon,40,main
תפ_40118-06-21,תפ_57965-03-15,weapon,15,main
תפ_21459-01-16,תפ_46550-12-16,weapon,68,main
תפ_4325-02-21,תפח_26879-11-12,weapon,45,main
תפ_49244-01-22,תפ_66306-03-19,drugs,75,main
תפ_49875-05-23,תפ_52165-12-17,drugs,40,main
תפ_1631-01-22,תפ_53239-10-21,weapon,10,main
תפ_44620-01-22,תפ_51971-12-21,weapon,35,main
תפ_17137-11-21,תפ_28148-07-20,weapon,25,main
תפ_44157-08-16,תפ_52790-03-18,weapon,45,main
תפ_19821-02-17,תפ_57914-10-13,weapon,25,main
תפ_24420-01-20,תפ_35227-05-17,weapon,5,main
תפ_47284-06-18,תפ_52479-01-18,weapon,30,main
תפ_52785-01-20,תפ_824-06-17,drugs,18,main
