cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
718,האם_הייתה_תחבולה_או_שיבוש_לאחר_העבירה,1,1,GPT-Law,0,0,1,0,הייתה_תחבולה_או_שיבוש_לאחר_העבירה
1083,האם_הייתה_תלות_בסמים,1,1,GPT-Law,0,0,1,0,הייתה_תלות_בסמים
1146,היכרות_מוקדמת_עם_הקורבן,1,1,GPT-Law,0,0,1,0,היכרות_מוקדמת_עם_הקורבן
1219,היכרות_מוקדמת_עם_שותפים,1,1,GPT-Free,0,0,0,1,היכרות_מוקדמת_עם_שותפים
1297,האם_הירי_בוצע_בכוונה_להפחיד,1,1,GPT-Law,0,0,1,0,הירי_בוצע_בכוונה_להפחיד
879,האם_הירי_בוצע_בכוונה_להרוג,1,1,GPT-Law,0,0,1,0,הירי_בוצע_בכוונה_להרוג
941,האם_הירי_בוצע_במרחב_ציבורי,1,1,GPT-Law,0,0,1,0,הירי_בוצע_במרחב_ציבורי
909,האם הירי בוצע כלפי מעלה,1,1,GPT-Free,0,0,0,1,הירי_בוצע_כלפי_מעלה
1121,האם הירי בוצע מטווח קצר,1,1,GPT-Free,0,0,0,1,הירי_בוצע_מטווח_קצר
33,האם_היתה_התגרות_של_המשטרה,2,1,GPT-Law,0,0,1,0,היתה_התגרות_של_המשטרה ; היתה_התערבות_משטרתית
452,האם היתה רשות על פי דין,1,1,GPT-Free,0,0,0,1,היתה_רשות_על_פי_דין
1247,האם_המחסנית_אביזר_לנשק,1,1,GPT-Law,0,0,1,0,המחסנית_אביזר_לנשק
1127,האם_המחסנית_ריקה,1,1,GPT-Free,0,0,0,1,המחסנית_ריקה
1172,האם_הנאשם_בעל_מעמד_מיוחד,1,1,GPT-Law,0,0,1,0,הנאשם_בעל_מעמד_מיוחד
752,האם הנאשם הוביל את כוחות הביטחון למקום המסתור,1,1,GPT-Free,0,0,0,1,הנאשם_הוביל_את_כוחות_הביטחון_למקום_המסתור
1385,האם_הנאשם_החזיק_תחמושת_עליו,1,1,GPT-Free,0,0,0,1,הנאשם_החזיק_תחמושת_עליו
830,האם_הנאשם_היה_בגיר,1,1,GPT-Law,0,0,1,0,הנאשם_היה_בגיר
481,האם_הנאשם_היה_יוזם_או_מבצע_משני,1,1,GPT-Law,0,0,1,0,הנאשם_היה_יוזם_או_מבצע_משני
1169,האם_הנאשם_היה_פסול_מלנהוג,1,1,GPT-Law,0,0,1,0,הנאשם_היה_פסול_מלנהוג
732,האם_הנאשם_הכיר_את_הנפגע,1,1,GPT-Law,0,0,1,0,הנאשם_הכיר_את_הנפגע
1084,האם_הנאשם_הסביר_לאחר_כיצד_להשתמש_בנשק,1,1,GPT-Law,0,0,1,0,הנאשם_הסביר_לאחר_כיצד_להשתמש_בנשק
625,האם_הנאשם_השליך_את_הנשק,1,1,GPT-Law,0,0,1,0,הנאשם_השליך_את_הנשק
1323,האם_הנאשם_השליך_רימון,1,1,GPT-Law,0,0,1,0,הנאשם_השליך_רימון
1255,האם_הנאשם_התגורר_בבית_האם,1,1,GPT-Free,0,0,0,1,הנאשם_התגורר_בבית_האם
789,האם_הנאשם_ידע_שאין_לו_היתר,1,1,GPT-Law,0,0,1,0,הנאשם_ידע_שאין_לו_היתר
801,האם_הנאשם_יזם_את_העבירה,1,1,GPT-Law,0,0,1,0,הנאשם_יזם_את_העבירה
966,האם_הנאשם_יכול_היה_להימנע,1,1,GPT-Law,0,0,1,0,הנאשם_יכול_היה_להימנע
1182,האם_הנאשם_נוסע,1,1,GPT-Law,0,0,1,0,הנאשם_נוסע
947,האם_הנאשם_ניסה_לירות,1,1,GPT-Law,0,0,1,0,הנאשם_ניסה_לירות
894,האם_הנאשם_נעצר_באותו_יום,1,1,GPT-Law,0,0,1,0,הנאשם_נעצר_באותו_יום
1106,האם_הנאשם_נעצר_בזמן_ביצוע,1,1,GPT-Law,0,0,1,0,הנאשם_נעצר_בזמן_ביצוע
1128,האם_הנאשם_נעצר_במקום,1,1,GPT-Law,0,0,1,0,הנאשם_נעצר_במקום
983,האם_הנאשם_נעצר_בסיום_האירוע,1,1,GPT-Free,0,0,0,1,הנאשם_נעצר_בסיום_האירוע
1325,האם_הנאשם_נתפס,1,1,GPT-Free,0,0,0,1,הנאשם_נתפס
1390,האם_הנאשם_עבר_עבירות_נוספות_בעבר,1,1,GPT-Law,0,0,1,0,הנאשם_עבר_עבירות_נוספות_בעבר
790,האם_הנאשם_עבר_פלילי_קודם,1,1,GPT-Law,0,0,1,0,הנאשם_עבר_פלילי_קודם
358,האם_הנאשם_פעל_באופן_עצמאי,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_באופן_עצמאי
1217,האם_הנאשם_פעל_באכזריות_או_אלימות,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_באכזריות_או_אלימות
1055,האם_הנאשם_פעל_למנוע_תפיסת_הנשק,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_למנוע_תפיסת_הנשק
882,האם_הנאשם_פעל_מתוך_תכנון_מוקדם,1,1,GPT-Law,0,0,1,0,הנאשם_פעל_מתוך_תכנון_מוקדם
1091,האם_הנאשמת_הודתה_במעשים,1,1,GPT-Law,0,0,1,0,הנאשמת_הודתה_במעשים
1033,האם_הנשק_דרוך,1,1,GPT-Law,0,0,1,0,הנשק_דרוך
1036,האם_הנשק_הועבר_בין_מספר_אנשים,1,1,GPT-Law,0,0,1,0,הנשק_הועבר_בין_מספר_אנשים
1278,האם_הנשק_הועבר_בפומבי,1,1,GPT-Law,0,0,1,0,הנשק_הועבר_בפומבי
1232,האם_הנשק_הועבר_בתמורה,1,1,GPT-Law,0,0,1,0,הנשק_הועבר_בתמורה
1170,האם_הנשק_הועבר_לאדם_שאינו_מורשה,1,1,GPT-Law,0,0,1,0,הנשק_הועבר_לאדם_שאינו_מורשה
1286,האם_הנשק_היה_בר_ירי,1,1,GPT-Free,0,0,0,1,הנשק_היה_בר_ירי
1280,האם_הנשק_היה_ברכב_בעת_המעצר,1,1,GPT-Law,0,0,1,0,הנשק_היה_ברכב_בעת_המעצר
1320,האם_הנשק_היה_דרוך_ומוכן_לירי,1,1,GPT-Law,0,0,1,0,הנשק_היה_דרוך_ומוכן_לירי
1185,האם_הנשק_התקבל_מאדם_אחר,1,1,GPT-Law,0,0,1,0,הנשק_התקבל_מאדם_אחר
806,האם_הנשק_יורה,1,1,GPT-Law,0,0,1,0,הנשק_יורה
1043,האם_הנשק_ירה_בפועל,1,1,GPT-Law,0,0,1,0,הנשק_ירה_בפועל
1306,האם_הנשק_נגנב,1,1,GPT-Law,0,0,1,0,הנשק_נגנב
1072,האם_הנשק_שימש_לביצוע_פיגוע,1,1,GPT-Law,0,0,1,0,הנשק_שימש_לביצוע_פיגוע
639,הסגרת_הנשק,1,1,GPT-Free,0,0,0,1,הסגרת_הנשק
1277,הסלקת_הנשק,1,1,GPT-Law,0,0,1,0,הסלקת_הנשק
1356,האם_הסם_היה_לשימוש_עצמי,1,1,GPT-Law,0,0,1,0,הסם_היה_לשימוש_עצמי
1098,האם_הסם_התקבל_מאדם_אחר,1,1,GPT-Law,0,0,1,0,הסם_התקבל_מאדם_אחר
1008,האם_הסם_נתפס_בבית_הנאשם,1,1,GPT-Law,0,0,1,0,הסם_נתפס_בבית_הנאשם
1000,הסתרה,1,1,GPT-Law,0,0,1,0,הסתרה
919,הסתרה_או_החבאה,1,1,GPT-Free,0,0,0,1,הסתרה_או_החבאה
1056,הסתרת התחמושת לאחר הירי,1,1,GPT-Free,0,0,0,1,הסתרת_התחמושת_לאחר_הירי
638,הסתרת זהות,1,1,GPT-Free,0,0,0,1,הסתרת_זהות
1315,האם_העביר_נשק_בין_מקומות_מסתור,1,1,GPT-Law,0,0,1,0,העביר_נשק_בין_מקומות_מסתור
871,האם_העבירה_בוצעה_בזיקה_לעבירות_נוספות,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_בזיקה_לעבירות_נוספות
1335,האם_העבירה_בוצעה_ביום,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_ביום
1122,האם_העבירה_בוצעה_בלילה,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_בלילה
655,האם_העבירה_בוצעה_במטרה_להפחיד,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במטרה_להפחיד
889,האם_העבירה_בוצעה_במטרה_לפגוע,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במטרה_לפגוע
1134,האם_העבירה_בוצעה_במסגרת_הסדר_טיעון,1,1,GPT-Free,0,0,0,1,העבירה_בוצעה_במסגרת_הסדר_טיעון
684,האם_העבירה_בוצעה_במקום_סגור_או_פתוח,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_במקום_סגור_או_פתוח
623,האם_העבירה_בוצעה_בתקופה_ממושכת,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_בתקופה_ממושכת
22,האם_העבירה_בוצעה_ללא_אלימות_נוספת,4,1,GPT-Law,0,0,1,0,העבירה_בוצעה_ללא_אלימות_נוספת ; העבירה_בוצעה_ללא_נפגעים ; העבירה_בוצעה_ללא_רשות ; העבירה_בוצעה_ללא_שותפים
942,האם_העבירה_בוצעה_עם_אביזרים_נלווים,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_עם_אביזרים_נלווים
1317,האם_העבירה_בוצעה_עם_תחמושת,1,1,GPT-Law,0,0,1,0,העבירה_בוצעה_עם_תחמושת
993,האם_העבירה_כללה_ייצור_או_יבוא,1,1,GPT-Law,0,0,1,0,העבירה_כללה_ייצור_או_יבוא
1004,האם_העבירה_כללה_סחר_או_מסירה,1,1,GPT-Law,0,0,1,0,העבירה_כללה_סחר_או_מסירה
1347,האם_העבירה_נחשפה_בדיעבד,1,1,GPT-Law,0,0,1,0,העבירה_נחשפה_בדיעבד
1179,האם_העבירות_בוצעו_במספר_הזדמנויות,1,1,GPT-Law,0,0,1,0,העבירות_בוצעו_במספר_הזדמנויות
501,האם_העסקה_הושלמה,1,1,GPT-Law,0,0,1,0,העסקה_הושלמה
997,הפרעה_לביצוע,1,1,GPT-Free,0,0,0,1,הפרעה_לביצוע
929,הפרת תנאי מעצר,1,1,Hybrid-Manual,1,0,0,0,הפרת_תנאי_מעצר
487,הפתעה,1,1,Hybrid-Full,0,1,0,0,הפתעה
961,הצעות נוספות,1,1,GPT-Free,0,0,0,1,הצעות_נוספות
1080,הקשר למתלונן,1,1,Hybrid-Manual,1,0,0,0,הקשר_למתלונן
845,האם_הרכב_היה_בלתי_תקין,1,1,GPT-Free,0,0,0,1,הרכב_היה_בלתי_תקין
1239,השלכת_נשק,1,1,GPT-Law,0,0,1,0,השלכת_נשק
533,השפעה על תנועה,1,1,Hybrid-Manual,1,0,0,0,השפעה_על_תנועה
1395,השפעה_של_אחר,1,1,GPT-Law,0,0,1,0,השפעה_של_אחר
1288,השפעת המטען,1,1,Hybrid-Full,0,1,0,0,השפעת_המטען
876,השפעת הפיצוץ,1,1,Hybrid-Manual,1,0,0,0,השפעת_הפיצוץ
778,השתתפות_בהתפרעויות,1,1,GPT-Law,0,0,1,0,השתתפות_בהתפרעויות
1357,השתתפות בעימותים עם כוחות הביטחון,1,1,GPT-Free,0,0,0,1,השתתפות_בעימותים_עם_כוחות_הביטחון
463,השתתפות עם אחרים,1,1,GPT-Free,0,0,0,1,השתתפות_עם_אחרים
1087,התגרות_הקרבן,1,1,GPT-Law,0,0,1,0,התגרות_הקרבן
699,האם_התחמושת_תקינה,1,1,GPT-Law,0,0,1,0,התחמושת_תקינה
1117,התנהגות המתלונן,1,1,GPT-Free,0,0,0,1,התנהגות_המתלונן
451,התנהגות_מאיימת,1,1,GPT-Law,0,0,1,0,התנהגות_מאיימת
1228,התנהלות במהלך העבירה,1,1,Hybrid-Manual,1,0,0,0,התנהלות_במהלך_העבירה
1192,התנהלות במהלך נסיעה,1,1,Hybrid-Full,0,1,0,0,התנהלות_במהלך_נסיעה
738,התערבות שוטרים,1,1,Hybrid-Full,0,1,0,0,התערבות_שוטרים
502,התקשרות עם סוכן,1,1,Hybrid-Manual,1,0,0,0,התקשרות_עם_סוכן
764,זהות_המבצעים,1,1,GPT-Free,0,0,0,1,זהות_המבצעים
944,זהות המחזיק המקורי,1,1,Hybrid-Full,0,1,0,0,זהות_המחזיק_המקורי
1108,זהות_המעורבים_האחרים,1,1,GPT-Law,0,0,1,0,זהות_המעורבים_האחרים
590,זהות הסוכן,1,1,Hybrid-Full,0,1,0,0,זהות_הסוכן
488,זהות_השותפים,1,1,GPT-Free,0,0,0,1,זהות_השותפים
1253,זהות מסר הנשק,1,1,Hybrid-Manual,1,0,0,0,זהות_מסר_הנשק
844,זהות נוסע ברכב,1,1,Hybrid-Manual,1,0,0,0,זהות_נוסע_ברכב
551,זהות נוספת במקום,1,1,Hybrid-Manual,1,0,0,0,זהות_נוספת_במקום
479,זהות שותף לעבירה,1,1,GPT-Free,0,0,0,1,זהות_שותף_לעבירה
723,זיהוי המתלוננים,1,1,Hybrid-Full,0,1,0,0,זיהוי_המתלוננים
996,זיקה משפחתית למנהל,1,1,Hybrid-Manual,1,0,0,0,זיקה_משפחתית_למנהל
1258,זירת האירוע,1,1,Hybrid-Full,0,1,0,0,זירת_האירוע
970,זמן החיפוש,1,1,Hybrid-Full,0,1,0,0,זמן_החיפוש
375,זמן המכירות,1,1,Hybrid-Manual,1,0,0,0,זמן_המכירות
954,זמן המעשה מהאירוע הקודם,1,1,Hybrid-Full,0,1,0,0,זמן_המעשה_מהאירוע_הקודם
833,זמן המעשה מהוויכוח,1,1,Hybrid-Full,0,1,0,0,זמן_המעשה_מהוויכוח
1287,זמן העצירה,1,1,Hybrid-Full,0,1,0,0,זמן_העצירה
1145,זמן הפעלת המטען,1,1,Hybrid-Full,0,1,0,0,זמן_הפעלת_המטען
753,חומרת_החבלה,1,1,GPT-Law,0,0,1,0,חומרת_החבלה
783,חומרת_הפציעה,1,1,GPT-Free,0,0,0,1,חומרת_הפציעה
795,חיפוש_אחר_אדם,1,1,GPT-Free,0,0,0,1,חיפוש_אחר_אדם
968,האם חלק מהמחסניות היו ריקות,1,1,GPT-Free,0,0,0,1,חלק_מהמחסניות_היו_ריקות
1174,חלקו_של_המסייע,1,1,GPT-Law,0,0,1,0,חלקו_של_המסייע
1183,חסימת המשטרה בצומת בית חנניה,1,1,Hybrid-Full,0,1,0,0,חסימת_המשטרה_בצומת_בית_חנניה
1361,טווח מחירים בעסקאות סחר,1,1,GPT-Free,0,0,0,1,טווח_מחירים_בעסקאות_סחר
1285,טווח_תמורה_לסחר,1,1,GPT-Law,0,0,1,0,טווח_תמורה_לסחר
847,טענה_לאי_זכירה,1,1,GPT-Law,0,0,1,0,טענה_לאי_זכירה
1053,ידיעת_הנאשם_על_הנשק,1,1,GPT-Free,0,0,0,1,ידיעת_הנאשם_על_הנשק
1081,ידיעת_הנאשם_על_העדר_היתר,1,1,GPT-Free,0,0,0,1,ידיעת_הנאשם_על_העדר_היתר
1016,יוזם_העבירה,1,1,GPT-Law,0,0,1,0,יוזם_העבירה
922,יוזם_העסקה,1,1,GPT-Free,0,0,0,1,יוזם_העסקה
1069,יוזם_הפניה,1,1,GPT-Free,0,0,0,1,יוזם_הפניה
1023,יחידה,1,1,Hybrid-Full,0,1,0,0,יחידה
759,יידוי אבנים,1,1,GPT-Free,0,0,0,1,יידוי_אבנים
1163,יידוי בקבוקי תבערה,1,1,GPT-Free,0,0,0,1,יידוי_בקבוקי_תבערה
1165,ייעוד_החזקה,1,1,GPT-Free,0,0,0,1,ייעוד_החזקה
733,יכולת_ירי,1,1,GPT-Law,0,0,1,0,יכולת_ירי
812,יכולת קטלנית,1,1,GPT-Free,0,0,0,1,יכולת_קטלנית
691,יעד_העבירה,1,1,GPT-Free,0,0,0,1,יעד_העבירה
695,יעד_העברת_הנשק,1,1,GPT-Free,0,0,0,1,יעד_העברת_הנשק
824,יצרן הנשק,1,1,Hybrid-Manual,1,0,0,0,יצרן_הנשק
1111,ירי,1,1,GPT-Free,0,0,0,1,ירי
1333,ירי_בפועל,1,1,GPT-Law,0,0,1,0,ירי_בפועל
472,ירי_בשטח_פרטי,2,1,GPT-Free,0,0,0,1,ירי_בשטח_פרטי ; ירי_בשטח_ציבורי
480,ירי_מתוך_רכב,1,1,GPT-Free,0,0,0,1,ירי_מתוך_רכב
357,ירי_קודם,1,1,GPT-Free,0,0,0,1,ירי_קודם
730,כדורים נוספים,1,1,GPT-Free,0,0,0,1,כדורים_נוספים
558,כוונה,1,1,GPT-Free,0,0,0,1,כוונה
769,כוונת הנאשם,1,1,Hybrid-Full,0,1,0,0,כוונת_הנאשם
555,כוונת צלפים,1,1,Hybrid-Full,0,1,0,0,כוונת_צלפים
1376,כיוון הירי,1,1,Hybrid-Manual,1,0,0,0,כיוון_הירי
991,כיוון ירי הנאשם,1,1,Hybrid-Full,0,1,0,0,כיוון_ירי_הנאשם
1194,כיסוי פנים,1,1,Hybrid-Manual,1,0,0,0,כיסוי_פנים
969,כלי נשק נוספים,1,1,Hybrid-Full,0,1,0,0,כלי_נשק_נוספים
1176,כלי רכב מעורב,1,1,Hybrid-Manual,1,0,0,0,כלי_רכב_מעורב
918,כמות_אביזרים,1,1,GPT-Free,0,0,0,1,כמות_אביזרים
1156,כמות הסם המבוקשת,1,1,Hybrid-Manual,1,0,0,0,כמות_הסם_המבוקשת
1236,כמות הסמים,1,1,Hybrid-Manual,1,0,0,0,כמות_הסמים
1021,כמות הקליעים באירוע השני,1,1,Hybrid-Full,0,1,0,0,כמות_הקליעים_באירוע_השני
671,כמות הרימונים הנוספים,1,1,Hybrid-Full,0,1,0,0,כמות_הרימונים_הנוספים
1316,כמות יריות באירוע,1,1,Hybrid-Full,0,1,0,0,כמות_יריות_באירוע
516,כמות כדורי אקסטזי שהנאשם ביקש לרכוש,1,1,Hybrid-Full,0,1,0,0,כמות_כדורי_אקסטזי_שהנאשם_ביקש_לרכוש
1160,כמות_כדורים_במחסנית_ראשונה,1,1,GPT-Law,0,0,1,0,כמות_כדורים_במחסנית_ראשונה
1281,כמות סם הרואין,1,1,Hybrid-Full,0,1,0,0,כמות_סם_הרואין
872,כמות סם מתוכננת,1,1,GPT-Free,0,0,0,1,כמות_סם_מתוכננת
1042,כמות_סמים_בכל_עסקה,1,1,GPT-Law,0,0,1,0,כמות_סמים_בכל_עסקה
1310,כמות_רימונים,1,1,GPT-Law,0,0,1,0,כמות_רימונים
475,כמות_תחמושת_ברכב,1,1,GPT-Free,0,0,0,1,כמות_תחמושת_ברכב
1221,כניסה לרכב,1,1,GPT-Free,0,0,0,1,כניסה_לרכב
1099,האם_כתב_האישום_תוקן,1,1,GPT-Free,0,0,0,1,כתב_האישום_תוקן
1078,כתובת החנות,1,1,Hybrid-Full,0,1,0,0,כתובת_החנות
1229,לבוש_השוטרים,1,1,GPT-Free,0,0,0,1,לבוש_השוטרים
589,למי_הועבר_הנשק,1,1,GPT-Law,0,0,1,0,למי_הועבר_הנשק
365,מאפיינים_נוספים,1,1,GPT-Free,0,0,0,1,מאפיינים_נוספים
535,מהלך האירוע,1,1,GPT-Free,0,0,0,1,מהלך_האירוע
563,מועד_גילוי_העבירה,1,1,GPT-Free,0,0,0,1,מועד_גילוי_העבירה
626,מועד_הגשת_כתב_אישום,1,1,GPT-Free,0,0,0,1,מועד_הגשת_כתב_אישום
1138,מועד החזקת אמצעי לחימה נוספים,1,1,GPT-Free,0,0,0,1,מועד_החזקת_אמצעי_לחימה_נוספים
556,מועד הירי,1,1,GPT-Free,0,0,0,1,מועד_הירי
953,מועד_התפיסה,1,1,GPT-Free,0,0,0,1,מועד_התפיסה
441,מועד ותפיסת הנאשם,1,1,GPT-Free,0,0,0,1,מועד_ותפיסת_הנאשם
1209,מועד_מעצר_הנאשם,1,1,GPT-Free,0,0,0,1,מועד_מעצר_הנאשם
620,מועד_סיום_העבירה,1,1,GPT-Free,0,0,0,1,מועד_סיום_העבירה
843,מועד פסילת הנהיגה,1,1,Hybrid-Full,0,1,0,0,מועד_פסילת_הנהיגה
1010,מועד תוקף רישיון הנהיגה,1,1,Hybrid-Full,0,1,0,0,מועד_תוקף_רישיון_הנהיגה
992,מורכבות הפרשייה,1,1,Hybrid-Manual,1,0,0,0,מורכבות_הפרשייה
1367,מחיר יחידתי לכדור אקסטזי,1,1,Hybrid-Full,0,1,0,0,מחיר_יחידתי_לכדור_אקסטזי
740,מחיר יחידתי מוזל לכדור אקסטזי ברכישה של 100 כדורים,1,1,Hybrid-Full,0,1,0,0,מחיר_יחידתי_מוזל_לכדור_אקסטזי_ברכישה_של_100_כדורים
219,מחיר לכדור ברכישה גדולה,2,1,Hybrid-Manual,1,0,0,0,מחיר_לכדור_ברכישה_גדולה ; מחיר_לכדור_ברכישה_קטנה
861,מחיר_מוסכם,1,1,GPT-Law,0,0,1,0,מחיר_מוסכם
1139,מחיר מכירה אקדח חלוואני,1,1,Hybrid-Full,0,1,0,0,מחיר_מכירה_אקדח_חלוואני
484,מחיר מכירה לחרוב,1,1,Hybrid-Manual,1,0,0,0,מחיר_מכירה_לחרוב
1186,מחיר נשק אקדח 7,1,1,Hybrid-Manual,1,0,0,0,מחיר_נשק_אקדח_7
767,מחיר רכישה מחרוב,1,1,Hybrid-Manual,1,0,0,0,מחיר_רכישה_מחרוב
1243,מחירים מבוקשים לנשק,1,1,Hybrid-Full,0,1,0,0,מחירים_מבוקשים_לנשק
486,מחסניות_נוספות,1,1,GPT-Free,0,0,0,1,מחסניות_נוספות
391,מחסניות_צמודות,1,1,GPT-Law,0,0,1,0,מחסניות_צמודות
728,מחסניות_ריקות,1,1,GPT-Law,0,0,1,0,מחסניות_ריקות
393,מחסניות_שנתפסו,1,1,GPT-Law,0,0,1,0,מחסניות_שנתפסו
550,מטרה ידוי,1,1,Hybrid-Full,0,1,0,0,מטרה_ידוי
1342,מטרה_לנשיאת_הנשק,1,1,GPT-Free,0,0,0,1,מטרה_לנשיאת_הנשק
1212,מטרה פלילית,1,1,GPT-Free,0,0,0,1,מטרה_פלילית
1051,מטרת הכניסה לבית המתלונן,1,1,Hybrid-Full,0,1,0,0,מטרת_הכניסה_לבית_המתלונן
853,מטרת המטען,1,1,Hybrid-Manual,1,0,0,0,מטרת_המטען
972,מטרת_הנסיעה,1,1,GPT-Law,0,0,1,0,מטרת_הנסיעה
681,מטרת הסחר בנשק,1,1,GPT-Free,0,0,0,1,מטרת_הסחר_בנשק
1308,מטרת_העסקה,1,1,GPT-Free,0,0,0,1,מטרת_העסקה
1313,מטרת הפעולה,1,1,Hybrid-Full,0,1,0,0,מטרת_הפעולה
1324,מטרת השימוש בנשק,1,1,Hybrid-Full,0,1,0,0,מטרת_השימוש_בנשק
548,מטרת ירי הנאשם,1,1,Hybrid-Full,0,1,0,0,מטרת_ירי_הנאשם
1065,מידע על צד שלישי,1,1,Hybrid-Full,0,1,0,0,מידע_על_צד_שלישי
1235,מיקום הבסיס,1,1,Hybrid-Full,0,1,0,0,מיקום_הבסיס
1088,מיקום החבייה ברכב,1,1,Hybrid-Full,0,1,0,0,מיקום_החבייה_ברכב
1318,מיקום החבייה הראשוני,1,1,Hybrid-Manual,1,0,0,0,מיקום_החבייה_הראשוני
659,מיקום החזקת הנשק לאחר השימוש,2,1,Hybrid-Manual,1,0,0,0,מיקום_החזקת_הנשק_לאחר_השימוש ; מיקום_החזקת_הנשק_לפני_השימוש
807,מיקום החיפוש,1,1,Hybrid-Full,0,1,0,0,מיקום_החיפוש
583,מיקום הטמנת המטען,1,1,Hybrid-Manual,1,0,0,0,מיקום_הטמנת_המטען
1366,מיקום הכדור,1,1,Hybrid-Full,0,1,0,0,מיקום_הכדור
748,מיקום הכדור בעת המעצר,1,1,Hybrid-Full,0,1,0,0,מיקום_הכדור_בעת_המעצר
981,מיקום_המסירה,1,1,GPT-Free,0,0,0,1,מיקום_המסירה
820,מיקום המסתור,1,1,Hybrid-Full,0,1,0,0,מיקום_המסתור
1094,מיקום המציאת הנאשם,1,1,Hybrid-Manual,1,0,0,0,מיקום_המציאת_הנאשם
816,מיקום_הנאשם_בעת_העבירה,1,1,GPT-Law,0,0,1,0,מיקום_הנאשם_בעת_העבירה
1270,מיקום העבירה הראשונה,1,1,Hybrid-Manual,1,0,0,0,מיקום_העבירה_הראשונה
586,מיקום העבירה השנייה,1,1,Hybrid-Manual,1,0,0,0,מיקום_העבירה_השנייה
874,מיקום התגלית,1,1,Hybrid-Full,0,1,0,0,מיקום_התגלית
1014,מיקום_התחלתי,1,1,GPT-Free,0,0,0,1,מיקום_התחלתי
1233,מיקום התחמושת באירוע השלישי,1,1,Hybrid-Full,0,1,0,0,מיקום_התחמושת_באירוע_השלישי
566,מיקום התיק במהלך האירוע,1,1,Hybrid-Full,0,1,0,0,מיקום_התיק_במהלך_האירוע
1063,מיקום התקרית,1,1,Hybrid-Full,0,1,0,0,מיקום_התקרית
1371,מיקום טמינת הנשק,1,1,Hybrid-Full,0,1,0,0,מיקום_טמינת_הנשק
1220,מיקום ירי ספציפי,1,1,Hybrid-Full,0,1,0,0,מיקום_ירי_ספציפי
1089,מיקום נוסף,1,1,Hybrid-Manual,1,0,0,0,מיקום_נוסף
367,מיקום נוסף שהוזכר,1,1,Hybrid-Full,0,1,0,0,מיקום_נוסף_שהוזכר
24,מיקום_נשק_1,2,1,GPT-Free,0,0,0,1,מיקום_נשק_1 ; מיקום_נשק_2
532,מיקום עצירת הרכב,1,1,Hybrid-Full,0,1,0,0,מיקום_עצירת_הרכב
470,מיקום פיצוץ הרימון,1,1,Hybrid-Manual,1,0,0,0,מיקום_פיצוץ_הרימון
935,מנגנון הדק,1,1,Hybrid-Manual,1,0,0,0,מנגנון_הדק
862,מניע_החזקה,1,1,GPT-Free,0,0,0,1,מניע_החזקה
1047,מניע_המעשה,1,1,GPT-Free,0,0,0,1,מניע_המעשה
1090,מניע לירי,1,1,GPT-Free,0,0,0,1,מניע_לירי
761,מניע למסירת ידיעה כוזבת,1,1,GPT-Free,0,0,0,1,מניע_למסירת_ידיעה_כוזבת
1050,מניע לעבירת נשק,1,1,GPT-Free,0,0,0,1,מניע_לעבירת_נשק
1218,מניע מיידי,1,1,GPT-Free,0,0,0,1,מניע_מיידי
896,מניע_עבירה_ראשונה,1,1,GPT-Law,0,0,1,0,מניע_עבירה_ראשונה
617,מניע_עבירה_שנייה,1,1,GPT-Law,0,0,1,0,מניע_עבירה_שנייה
1275,מסירת נשק לאחר,1,1,GPT-Free,0,0,0,1,מסירת_נשק_לאחר
782,מסלול_הובלה,1,1,GPT-Law,0,0,1,0,מסלול_הובלה
836,מסלול המרדף,1,1,Hybrid-Full,0,1,0,0,מסלול_המרדף
1018,מספר_אירועי_סחר_בסמים,1,1,GPT-Law,0,0,1,0,מספר_אירועי_סחר_בסמים
988,מספר_אמצעי_ירי,1,1,GPT-Free,0,0,0,1,מספר_אמצעי_ירי
900,מספר אנשים במגרש,1,1,Hybrid-Full,0,1,0,0,מספר_אנשים_במגרש
569,מספר_אנשים_ברכב,1,1,GPT-Free,0,0,0,1,מספר_אנשים_ברכב
503,מספר_אנשים_שהיו_בסיכון,1,1,GPT-Law,0,0,1,0,מספר_אנשים_שהיו_בסיכון
1246,מספר_אנשים_שניסו_לרכוש,1,1,GPT-Law,0,0,1,0,מספר_אנשים_שניסו_לרכוש
1337,מספר הרימון,1,1,Hybrid-Full,0,1,0,0,מספר_הרימון
561,מספר_זיהוי_נשק,1,1,GPT-Law,0,0,1,0,מספר_זיהוי_נשק
363,מספר חזרות לזירה,1,1,GPT-Free,0,0,0,1,מספר_חזרות_לזירה
870,מספר חשודים,1,1,GPT-Free,0,0,0,1,מספר_חשודים
